restaurant_id,name,city,locality,restaurant_type,cuisine,rating,votes,price_range,avg_cost_for_two,online_delivery,table_booking,opening_year,is_active
2433,Garde's Dhaba,Delhi,Lajpat Nagar,Dhaba,Street Food,3.9,114,1,142,1,1,2015,1
2434,Wali's Kitchen,Mumbai,Colaba,Casual Dining,South Indian,4.2,242,2,442,1,0,2020,1
2435,Pau's Cafe,Ahmedabad,Paldi,Sweet Shop,Punjabi,3.5,19,1,237,1,0,2011,1
2436,Seth's Kitchen,Delhi,Saket,Casual Dining,Biryani,3.9,10,2,310,0,0,2021,1
2437,Arora's Kitchen,Delhi,Hauz Khas,Fine Dining,North Indian,4.7,328,1,109,0,1,2013,1
2438,Jani's Palace,Delhi,Karol Bagh,Bar,Cafe,4.4,34,2,473,0,0,2011,1
2439,Banerjee's Dhaba,Pune,Aundh,Bakery,South Indian,4.0,54,2,296,1,1,2013,1
2440,Choudhry's Corner,Pune,Hadapsar,Cloud Kitchen,Bengali,3.9,33,2,329,1,0,2021,1
2441,Ahuja's Cafe,Pune,Koregaon Park,Cafe,Burger,3.7,18,4,2504,0,0,2010,1
2442,Choudhury's Bistro,Hyderabad,Madhapur,Bar,Italian,3.7,12,4,1285,0,0,2014,0
2443,Sarraf's Kitchen,Chennai,Porur,Quick Bites,Chinese,5.0,188,3,789,1,0,2016,1
2444,Sharaf's Junction,Mumbai,Colaba,Quick Bites,Punjabi,3.8,409,3,752,1,0,2022,1
2445,Misra's House,Mumbai,Malad,Cafe,Rolls & Wraps,2.9,46,1,154,1,1,2013,1
2446,Bassi's Bistro,Delhi,Hauz Khas,Fine Dining,Desserts,4.2,189,2,418,1,0,2020,1
2447,Ray's Dhaba,Hyderabad,Jubilee Hills,Quick Bites,Rolls & Wraps,3.3,392,3,515,1,1,2010,1
2448,Boase's Dhaba,Bangalore,Indiranagar,Sweet Shop,Fast Food,4.0,316,3,695,1,1,2016,1
2449,Prashad's Palace,Kolkata,Dum Dum,Bakery,Fast Food,4.1,53,3,788,1,1,2011,1
2450,Bir's Express,Mumbai,Juhu,Fine Dining,Continental,3.7,9,3,543,1,0,2011,0
2451,Chatterjee's Corner,Mumbai,Colaba,Fine Dining,Pizza,3.4,102,2,494,1,0,2015,1
2452,Khare's Kitchen,Chennai,Mylapore,Casual Dining,Healthy Food,4.2,319,3,622,1,0,2018,1
2453,Viswanathan's Express,Delhi,Saket,Fine Dining,North Indian,3.3,46,2,353,0,0,2020,1
2454,Krishnamurthy's Dhaba,Hyderabad,Banjara Hills,Cafe,Fast Food,4.7,95,4,2847,1,1,2021,0
2455,Korpal's Corner,Delhi,Hauz Khas,Casual Dining,Fast Food,3.9,481,2,350,1,1,2014,1
2456,Rao's House,Hyderabad,Banjara Hills,Casual Dining,Italian,3.7,118,2,347,1,0,2013,1
2457,Anne's Garden,Mumbai,Malad,Bakery,Biryani,3.6,69,4,1055,1,0,2010,1
2458,Solanki's Cafe,Chennai,Adyar,Bakery,Street Food,3.9,9,3,810,1,0,2013,0
2459,Vaidya's Garden,Bangalore,Indiranagar,Food Court,Italian,3.5,333,1,183,0,1,2016,1
2460,Sant's Junction,Chennai,OMR,Food Court,Biryani,4.1,1232,2,443,1,0,2017,1
2461,Bhat's Corner,Delhi,Dwarka,Bakery,North Indian,4.4,273,3,825,1,0,2014,1
2462,Seshadri's Palace,Ahmedabad,Maninagar,Bakery,Mughlai,3.8,74,1,233,0,1,2021,1
2463,Bir's Bistro,Mumbai,Colaba,Bar,Pizza,4.2,241,3,512,1,1,2019,1
2464,Patla's Dhaba,Delhi,Dwarka,Dhaba,Biryani,3.5,40,1,129,1,1,2013,1
2465,Ravel's Bistro,Delhi,Hauz Khas,Casual Dining,Fast Food,3.8,840,2,452,0,0,2023,1
2466,Kohli's Garden,Bangalore,Koramangala,Food Court,Healthy Food,3.9,154,3,657,0,1,2014,1
2467,Sama's Corner,Delhi,Janakpuri,Sweet Shop,Rajasthani,4.1,305,2,491,0,0,2020,1
2468,Suri's Bistro,Kolkata,Salt Lake,Cafe,Mughlai,4.0,139,4,2244,0,0,2019,1
2469,Kumar's Junction,Bangalore,Indiranagar,Quick Bites,Rajasthani,3.4,670,4,1347,1,0,2017,1
2470,Anand's Dhaba,Ahmedabad,Vastrapur,Fine Dining,Seafood,3.5,1569,2,309,1,0,2010,1
2471,Bala's House,Bangalore,BTM Layout,Bar,Desserts,3.9,160,3,745,1,1,2019,1
2472,Bumb's Garden,Mumbai,Malad,Cafe,Burger,4.3,55,4,2617,1,1,2010,1
2473,Deshpande's Cafe,Hyderabad,Jubilee Hills,Food Court,Pizza,4.2,176,4,2804,1,0,2011,1
2474,Sengupta's Palace,Mumbai,Worli,Cafe,Pizza,4.1,53,4,2859,1,1,2021,1
2475,Tiwari's Cafe,Delhi,Karol Bagh,Bar,Beverages,3.3,9,4,2055,1,0,2016,1
2476,Sant's House,Mumbai,Worli,Cafe,Italian,3.5,69,3,744,1,1,2012,1
2477,Ratti's Palace,Kolkata,Tollygunge,Dhaba,Burger,3.3,124,1,156,0,1,2020,1
2478,Sawhney's Junction,Delhi,Dwarka,Fine Dining,Desserts,3.8,314,1,244,1,1,2010,1
2479,Prabhakar's Palace,Mumbai,Worli,Bar,Biryani,4.2,393,2,447,1,1,2010,1
2480,Raju's Bistro,Delhi,Dwarka,Bakery,Mughlai,4.3,224,4,2575,0,0,2016,1
2481,Narang's Garden,Delhi,Rohini,Bakery,Burger,3.8,598,3,681,1,0,2019,1
2482,Khanna's Bistro,Mumbai,Powai,Bar,Chinese,4.3,16,2,439,1,1,2014,1
2483,Bandi's Junction,Bangalore,Yelahanka,Food Court,Bengali,3.7,9,2,343,1,1,2011,1
2484,Bhattacharyya's Corner,Hyderabad,Kukatpally,Bar,Desserts,2.5,69,3,652,1,1,2019,1
2485,Gera's Corner,Hyderabad,Banjara Hills,Quick Bites,Chinese,3.7,78,2,493,1,0,2022,1
2486,Dash's Express,Hyderabad,Gachibowli,Casual Dining,Rolls & Wraps,2.6,474,2,470,0,0,2015,1
2487,Sha's House,Kolkata,Howrah,Bakery,Pizza,3.3,309,1,122,1,1,2015,1
2488,Chaudhuri's Express,Delhi,Janakpuri,Bakery,Continental,3.3,70,4,1672,0,0,2015,1
2489,Radhakrishnan's Palace,Bangalore,BTM Layout,Cafe,Chinese,4.1,87,2,419,1,1,2013,1
2490,Bhardwaj's Corner,Hyderabad,Gachibowli,Dhaba,South Indian,3.9,224,1,104,1,1,2020,1
2491,Suresh's Express,Mumbai,Malad,Casual Dining,Punjabi,2.8,303,1,104,1,0,2015,0
2492,Merchant's Express,Mumbai,Colaba,Bakery,Fast Food,3.1,28,2,307,1,0,2021,1
2493,Nadkarni's Corner,Hyderabad,Madhapur,Food Court,Rolls & Wraps,3.3,503,3,808,1,0,2023,0
2494,Srivastava's Corner,Kolkata,Behala,Sweet Shop,Beverages,2.7,394,4,1708,1,0,2019,1
2495,Krishna's House,Hyderabad,HITEC City,Quick Bites,Rolls & Wraps,4.0,165,3,677,0,1,2023,1
2496,Dara's Garden,Delhi,Saket,Quick Bites,Cafe,4.0,96,2,375,1,0,2012,1
2497,Prakash's Express,Delhi,Karol Bagh,Cafe,North Indian,4.3,78,4,2597,1,0,2020,1
2498,Varma's Junction,Mumbai,Andheri,Sweet Shop,Bengali,2.7,132,2,312,1,0,2016,1
2499,Arora's House,Hyderabad,Gachibowli,Fine Dining,Pizza,4.4,310,3,849,1,1,2021,1
2500,Bansal's Kitchen,Mumbai,Andheri,Cloud Kitchen,Burger,5.0,101,2,447,1,0,2012,1
2501,Nagar's Junction,Hyderabad,Madhapur,Casual Dining,Italian,3.7,104,3,677,1,0,2013,1
2502,Vyas's Cafe,Delhi,Saket,Sweet Shop,Rajasthani,3.3,72,3,898,0,0,2010,1
2503,Warrior's House,Bangalore,BTM Layout,Dhaba,Bengali,3.1,4,3,518,1,0,2018,0
2504,Grewal's Bistro,Bangalore,Yelahanka,Bar,Punjabi,3.4,153,4,1364,1,1,2010,1
2505,Banik's Cafe,Delhi,Connaught Place,Cloud Kitchen,Continental,4.2,62,2,460,1,0,2012,1
2506,Sandal's Garden,Hyderabad,Kukatpally,Bar,Street Food,3.4,696,1,228,1,0,2023,1
2507,Sachar's Dhaba,Kolkata,New Town,Dhaba,Pizza,2.9,116,4,2524,1,0,2023,0
2508,Dass's Bistro,Mumbai,Worli,Fine Dining,Desserts,4.5,51,2,429,1,1,2014,1
2509,Virk's Cafe,Bangalore,Indiranagar,Fine Dining,Continental,2.7,1920,2,483,0,0,2023,0
2510,Naidu's Dhaba,Ahmedabad,Satellite,Casual Dining,Burger,4.4,515,2,288,1,0,2014,1
2511,Gill's House,Ahmedabad,Paldi,Food Court,Beverages,3.7,387,1,113,1,0,2012,1
2512,Walla's Bistro,Mumbai,Andheri,Fine Dining,Fast Food,2.1,77,3,514,0,0,2015,1
2513,Sangha's Cafe,Delhi,Janakpuri,Sweet Shop,Burger,4.5,18,1,195,1,1,2010,1
2514,Lalla's Palace,Bangalore,Yelahanka,Food Court,Seafood,3.6,239,3,998,1,0,2015,1
2515,Choudhry's House,Bangalore,HSR Layout,Bakery,Italian,3.3,150,2,420,1,0,2017,1
2516,Dixit's Corner,Chennai,Porur,Quick Bites,Desserts,4.1,233,2,448,0,1,2019,1
2517,Comar's Kitchen,Mumbai,Colaba,Cafe,Italian,3.5,42,4,2489,1,0,2012,1
2518,Mishra's Cafe,Ahmedabad,Prahlad Nagar,Cafe,Seafood,4.1,246,2,359,0,1,2010,1
2519,Ramakrishnan's Dhaba,Hyderabad,Dilsukhnagar,Cafe,Biryani,4.0,176,1,204,1,0,2017,1
2520,Gola's Palace,Delhi,Rohini,Cafe,Desserts,4.0,553,3,575,1,0,2023,0
2521,Sengupta's Junction,Chennai,Mylapore,Fine Dining,Burger,4.0,171,2,325,1,0,2017,1
2522,Lad's Dhaba,Bangalore,Whitefield,Casual Dining,Continental,3.4,1186,2,459,1,1,2018,1
2523,Shan's Express,Hyderabad,Jubilee Hills,Fine Dining,Rolls & Wraps,3.0,109,4,2594,1,0,2011,1
2524,Grover's Kitchen,Hyderabad,Secunderabad,Fine Dining,Beverages,3.4,9,4,1319,0,0,2015,1
2525,Tiwari's Corner,Kolkata,Behala,Dhaba,Pizza,4.0,109,4,1448,1,0,2022,1
2526,Apte's Palace,Chennai,OMR,Quick Bites,Burger,3.8,113,2,312,0,0,2015,0
2527,Pal's Express,Chennai,Velachery,Quick Bites,Pizza,4.3,556,1,188,1,1,2019,1
2528,Hans's House,Kolkata,Behala,Bakery,Street Food,3.0,2096,3,679,0,1,2011,1
2529,Ben's Express,Mumbai,Powai,Cloud Kitchen,Fast Food,3.6,358,2,354,0,0,2016,1
2530,Sahni's Junction,Kolkata,Behala,Cloud Kitchen,Continental,3.9,173,3,833,1,0,2012,1
2531,Srinivas's Junction,Mumbai,Dadar,Fine Dining,Chinese,4.2,1072,4,2908,1,0,2015,1
2532,Som's Palace,Chennai,Velachery,Casual Dining,Rolls & Wraps,4.3,103,4,1376,0,1,2017,1
2533,Pandya's Cafe,Pune,Kothrud,Dhaba,Bengali,3.7,63,4,2331,0,0,2019,1
2534,Chopra's Corner,Chennai,OMR,Cloud Kitchen,Biryani,4.3,359,3,775,1,0,2015,1
2535,Sule's Corner,Mumbai,Bandra,Food Court,Chinese,3.6,1085,2,405,0,0,2019,1
2536,Chaudhry's House,Mumbai,Malad,Cafe,Fast Food,4.6,2287,3,718,1,0,2022,0
2537,Sathe's Express,Delhi,Rohini,Dhaba,Beverages,3.2,127,2,274,1,0,2020,1
2538,Dua's Cafe,Pune,Kharadi,Dhaba,Pizza,3.7,7372,2,410,0,0,2014,1
2539,Nagar's House,Delhi,Janakpuri,Fine Dining,South Indian,3.8,990,2,467,1,0,2014,1
2540,Singh's Bistro,Chennai,T Nagar,Fine Dining,Cafe,4.5,130,3,589,1,0,2015,1
2541,Yadav's Junction,Mumbai,Andheri,Quick Bites,Healthy Food,3.8,325,2,351,1,0,2012,1
2542,Sinha's Corner,Kolkata,Dum Dum,Cafe,Continental,4.7,114,3,716,1,1,2011,1
2543,Gaba's Kitchen,Kolkata,Tollygunge,Cloud Kitchen,Burger,3.4,600,2,266,1,0,2010,1
2544,Krish's Junction,Mumbai,Andheri,Bar,Seafood,3.0,216,1,145,1,0,2012,1
2545,Gole's Palace,Delhi,Dwarka,Sweet Shop,Pizza,4.5,282,1,100,1,1,2010,0
2546,Nayak's Kitchen,Delhi,Karol Bagh,Dhaba,Mughlai,3.4,33,3,598,1,0,2022,1
2547,Banerjee's Kitchen,Hyderabad,Banjara Hills,Cloud Kitchen,Beverages,4.6,114,3,737,1,1,2019,1
2548,Vora's Cafe,Mumbai,Colaba,Fine Dining,Seafood,3.2,819,1,138,1,0,2010,1
2549,Chad's Corner,Mumbai,Juhu,Food Court,Rajasthani,4.4,30,1,138,1,1,2015,1
2550,Chaudry's Cafe,Pune,Kharadi,Cafe,Burger,5.0,65,2,270,1,0,2018,1
2551,Chacko's Corner,Hyderabad,Gachibowli,Bar,Burger,4.3,2921,2,277,1,1,2018,1
2552,Nazareth's House,Mumbai,Worli,Cafe,Street Food,4.4,218,3,760,0,1,2018,1
2553,Mallick's Corner,Hyderabad,HITEC City,Casual Dining,Biryani,2.8,3170,1,110,1,0,2016,1
2554,Khurana's Garden,Mumbai,Worli,Cafe,Bengali,4.4,17,1,142,1,1,2012,1
2555,Narayanan's Bistro,Mumbai,Worli,Quick Bites,Chinese,4.9,162,1,248,1,1,2020,1
2556,Arya's Kitchen,Mumbai,Malad,Quick Bites,Rajasthani,3.6,62,3,638,1,0,2020,1
2557,Dugar's Palace,Mumbai,Powai,Bakery,Healthy Food,3.9,498,4,1649,0,0,2012,1
2558,Merchant's Junction,Pune,Kothrud,Food Court,Healthy Food,3.5,179,3,902,1,0,2014,1
2559,Pau's Palace,Delhi,Saket,Casual Dining,Biryani,5.0,302,3,657,1,0,2016,1
2560,Dasgupta's Junction,Delhi,Rohini,Bar,Cafe,4.5,35,2,294,1,0,2022,1
2561,Keer's Garden,Chennai,Adyar,Sweet Shop,Rajasthani,2.8,1335,2,325,1,0,2010,1
2562,Bhatia's Palace,Ahmedabad,Paldi,Cafe,Continental,4.6,1940,1,201,1,0,2012,1
2563,Mammen's Bistro,Chennai,Nungambakkam,Fine Dining,Italian,3.7,974,4,1957,1,0,2022,1
2564,Borde's Cafe,Delhi,Rohini,Bakery,Bengali,2.0,334,1,246,0,1,2016,1
2565,Mishra's Dhaba,Kolkata,Ballygunge,Sweet Shop,North Indian,4.5,52,3,515,1,1,2017,1
2566,Palla's Cafe,Bangalore,Marathahalli,Quick Bites,North Indian,4.5,113,1,227,1,0,2023,1
2567,Singhal's Bistro,Hyderabad,Jubilee Hills,Cafe,Fast Food,3.7,100,2,398,0,0,2015,1
2568,Mukherjee's Junction,Bangalore,Yelahanka,Bakery,Italian,4.9,75,1,205,1,0,2022,1
2569,Sankar's Bistro,Bangalore,Marathahalli,Casual Dining,Mughlai,3.4,41,3,556,1,0,2020,1
2570,Mani's Corner,Mumbai,Juhu,Casual Dining,Chinese,3.5,198,4,1613,1,1,2013,0
2571,Chhabra's Cafe,Mumbai,Juhu,Bar,Punjabi,4.2,47,4,2783,1,1,2020,1
2572,Chad's Junction,Mumbai,Powai,Sweet Shop,Fast Food,4.1,371,4,2911,0,1,2020,1
2573,Minhas's Cafe,Bangalore,Indiranagar,Sweet Shop,Biryani,3.1,163,2,382,0,1,2010,1
2574,Kunda's Dhaba,Hyderabad,HITEC City,Bakery,Bengali,3.7,165,3,938,1,0,2018,1
2575,Raja's Dhaba,Kolkata,Dum Dum,Sweet Shop,Pizza,3.4,121,2,416,1,1,2011,1
2576,Chakraborty's Dhaba,Delhi,Rohini,Sweet Shop,Seafood,3.8,2431,1,202,1,0,2010,1
2577,Bala's Cafe,Ahmedabad,SG Highway,Bar,Continental,3.8,1105,2,434,1,0,2016,1
2578,Nagi's House,Mumbai,Malad,Cloud Kitchen,Chinese,4.8,20,4,1035,0,0,2018,1
2579,Chaudhary's Express,Bangalore,Indiranagar,Bakery,Seafood,3.6,1241,1,234,1,0,2020,1
2580,Kala's Corner,Delhi,Rohini,Sweet Shop,Seafood,3.9,124,2,386,1,0,2016,1
2581,Sood's Bistro,Mumbai,Dadar,Quick Bites,Beverages,4.3,736,1,137,0,0,2022,1
2582,Behl's Corner,Hyderabad,Banjara Hills,Food Court,Punjabi,3.8,97,3,820,1,1,2023,1
2583,Gola's Corner,Mumbai,Powai,Casual Dining,Rolls & Wraps,2.1,159,2,407,1,0,2018,1
2584,Dayal's Express,Delhi,Rohini,Bar,Beverages,3.5,32,3,761,1,0,2018,0
2585,Dhillon's Cafe,Bangalore,Indiranagar,Fine Dining,North Indian,3.7,79,4,2128,1,0,2016,1
2586,Karpe's Bistro,Chennai,Adyar,Cafe,Cafe,3.9,97,2,399,1,0,2018,1
2587,Dugar's Express,Bangalore,HSR Layout,Quick Bites,Chinese,4.1,192,3,864,1,0,2023,1
2588,Deol's Palace,Delhi,Connaught Place,Cafe,Desserts,4.7,66,2,333,1,1,2018,1
2589,Hari's Palace,Kolkata,Tollygunge,Fine Dining,Desserts,5.0,735,2,405,0,0,2016,1
2590,Shan's Palace,Hyderabad,HITEC City,Bar,Mughlai,4.8,216,2,406,1,0,2018,1
2591,Bhavsar's Palace,Bangalore,Yelahanka,Bakery,Continental,3.6,66,3,529,1,0,2023,1
2592,Varty's Garden,Bangalore,Indiranagar,Fine Dining,Italian,5.0,768,2,301,0,0,2016,1
2593,Ramanathan's Palace,Mumbai,Juhu,Casual Dining,Fast Food,3.1,643,4,1643,1,0,2022,1
2594,Nayak's Express,Chennai,OMR,Cloud Kitchen,Punjabi,3.2,241,2,447,1,0,2013,1
2595,Sachdev's Junction,Mumbai,Colaba,Cafe,Burger,4.4,1322,2,417,0,0,2022,1
2596,Gade's Garden,Mumbai,Colaba,Food Court,Rajasthani,4.0,121,4,1408,1,0,2017,1
2597,Chakrabarti's Junction,Pune,Kharadi,Food Court,Bengali,3.8,735,2,403,1,0,2017,1
2598,Sibal's Express,Delhi,Karol Bagh,Bakery,North Indian,4.4,144,2,465,1,0,2012,1
2599,Rattan's Junction,Chennai,Mylapore,Sweet Shop,Chinese,2.5,3,2,250,1,0,2015,1
2600,Sabharwal's Junction,Hyderabad,Jubilee Hills,Dhaba,Continental,4.0,25,1,239,1,1,2012,1
2601,Bath's Express,Kolkata,New Town,Quick Bites,Biryani,3.4,105,4,1418,1,1,2020,1
2602,More's House,Kolkata,Park Street,Cloud Kitchen,Rolls & Wraps,5.0,178,2,459,1,0,2015,1
2603,Bhakta's House,Delhi,Saket,Cloud Kitchen,Beverages,4.3,316,2,416,0,1,2023,0
2604,Mann's Bistro,Pune,Aundh,Casual Dining,Fast Food,2.1,81,3,652,1,0,2014,1
2605,Shan's House,Delhi,Rohini,Fine Dining,Biryani,2.9,1979,3,523,1,0,2020,1
2606,Kari's Junction,Mumbai,Powai,Cafe,Burger,2.5,78,2,454,1,0,2014,1
2607,Mand's Kitchen,Kolkata,Salt Lake,Cafe,Cafe,3.6,33,1,205,1,1,2022,1
2608,Doctor's Cafe,Hyderabad,Secunderabad,Bakery,South Indian,3.9,139,3,834,1,1,2021,1
2609,Biswas's House,Chennai,Mylapore,Dhaba,Burger,3.9,315,4,1830,1,0,2021,1
2610,Kuruvilla's Express,Mumbai,Powai,Quick Bites,Pizza,4.0,262,2,293,1,0,2023,1
2611,Dyal's Bistro,Kolkata,Howrah,Cafe,Bengali,4.6,12,1,225,1,0,2019,1
2612,Dhaliwal's House,Hyderabad,Kukatpally,Food Court,Mughlai,4.3,30,3,901,0,0,2020,1
2613,Date's Garden,Delhi,Karol Bagh,Quick Bites,Pizza,3.4,177,1,198,1,0,2020,1
2614,Amble's Bistro,Bangalore,Marathahalli,Cloud Kitchen,Biryani,4.1,328,1,187,0,0,2017,1
2615,Sahni's Palace,Bangalore,Jayanagar,Bar,Fast Food,3.1,1714,4,2823,0,0,2011,1
2616,Dhillon's Bistro,Hyderabad,Secunderabad,Quick Bites,North Indian,3.5,50,2,328,1,0,2021,1
2617,Samra's Garden,Delhi,Hauz Khas,Fine Dining,Biryani,2.9,18,3,875,1,1,2011,1
2618,Badal's House,Mumbai,Juhu,Dhaba,Pizza,2.8,237,2,443,1,0,2012,1
2619,Roy's Garden,Delhi,Lajpat Nagar,Sweet Shop,Continental,4.2,40,1,176,0,0,2017,1
2620,Dara's Kitchen,Delhi,Karol Bagh,Sweet Shop,Rajasthani,3.0,108,2,415,1,0,2011,1
2621,Rajagopal's Cafe,Pune,Hinjewadi,Bar,Desserts,3.9,220,2,367,1,1,2022,1
2622,Sandal's Bistro,Bangalore,Yelahanka,Dhaba,Chinese,3.1,115,4,1193,1,0,2019,1
2623,Konda's House,Bangalore,HSR Layout,Casual Dining,Continental,4.9,24,2,282,1,0,2020,1
2624,Panchal's Cafe,Mumbai,Andheri,Fine Dining,Healthy Food,3.8,314,2,296,1,0,2023,1
2625,Comar's Corner,Delhi,Connaught Place,Food Court,Cafe,3.1,371,1,246,0,1,2010,1
2626,Kohli's Junction,Delhi,Karol Bagh,Sweet Shop,Street Food,2.9,384,1,164,1,0,2021,1
2627,Pillai's Dhaba,Delhi,Dwarka,Bar,Italian,3.8,17,3,512,1,0,2019,1
2628,Patil's Kitchen,Bangalore,Koramangala,Quick Bites,North Indian,4.3,38,3,819,1,0,2015,1
2629,Yadav's Kitchen,Pune,Hinjewadi,Cloud Kitchen,Bengali,3.7,381,3,731,1,1,2023,1
2630,Nagar's Express,Mumbai,Dadar,Cloud Kitchen,Cafe,3.1,67,3,540,1,1,2020,1
2631,Kaur's Cafe,Delhi,Dwarka,Dhaba,Biryani,4.6,6,3,595,0,0,2017,1
2632,Sha's Palace,Bangalore,Yelahanka,Cloud Kitchen,Bengali,4.8,16,1,232,0,0,2017,1
2633,Chad's Kitchen,Mumbai,Powai,Cloud Kitchen,Mughlai,3.3,226,1,142,1,0,2019,1
2634,Balan's Express,Mumbai,Andheri,Fine Dining,Rolls & Wraps,4.2,232,4,2425,1,1,2020,1
2635,Bhatt's Cafe,Mumbai,Andheri,Cloud Kitchen,Burger,3.8,77,1,135,1,1,2016,1
2636,Bhatnagar's House,Ahmedabad,Prahlad Nagar,Fine Dining,Fast Food,4.9,473,2,366,1,1,2019,1
2637,Vyas's Express,Pune,Aundh,Quick Bites,Chinese,4.6,78,1,195,0,1,2013,1
2638,Pathak's Garden,Delhi,Lajpat Nagar,Bar,Continental,2.2,685,3,923,0,1,2017,1
2639,Narayan's Bistro,Hyderabad,Secunderabad,Bakery,Chinese,4.0,195,3,863,0,0,2022,1
2640,Sha's Junction,Delhi,Hauz Khas,Casual Dining,Chinese,3.4,88,2,296,1,0,2022,1
2641,Thakur's Junction,Mumbai,Andheri,Bar,Healthy Food,3.4,158,3,918,1,0,2015,1
2642,Bhargava's Kitchen,Mumbai,Worli,Quick Bites,Burger,3.0,465,4,2782,1,0,2022,1
2643,Kalita's Dhaba,Delhi,Connaught Place,Quick Bites,Biryani,5.0,60,2,299,0,1,2020,1
2644,Taneja's Dhaba,Chennai,OMR,Food Court,Rolls & Wraps,2.7,127,1,169,1,1,2017,1
2645,Bhat's Kitchen,Bangalore,Marathahalli,Quick Bites,Continental,4.0,292,4,2370,1,0,2013,1
2646,Bora's Garden,Kolkata,Dum Dum,Sweet Shop,Fast Food,4.9,504,1,163,1,1,2015,1
2647,Soni's Cafe,Delhi,Janakpuri,Cloud Kitchen,Beverages,2.5,23,3,592,1,0,2014,1
2648,Dutta's Cafe,Hyderabad,Dilsukhnagar,Cafe,Seafood,4.1,75,1,117,1,0,2023,1
2649,Wason's Junction,Delhi,Dwarka,Bakery,Chinese,4.9,36,1,224,1,0,2013,1
2650,Khare's House,Hyderabad,Gachibowli,Bar,Burger,4.5,56,2,255,1,1,2014,1
2651,Brahmbhatt's Bistro,Delhi,Rohini,Fine Dining,Desserts,4.0,42,2,314,1,0,2013,1
2652,Dhar's Dhaba,Mumbai,Malad,Dhaba,Cafe,4.2,741,4,1156,1,0,2021,1
2653,Sule's Bistro,Pune,Hinjewadi,Bakery,Rajasthani,4.0,2601,4,1317,1,0,2021,1
2654,Gokhale's Kitchen,Hyderabad,Jubilee Hills,Bar,Continental,3.3,171,4,2083,1,0,2016,1
2655,Ganguly's House,Bangalore,Yelahanka,Fine Dining,Cafe,4.4,35,4,2209,1,0,2013,1
2656,Brahmbhatt's Kitchen,Bangalore,BTM Layout,Casual Dining,Pizza,3.8,401,1,183,1,0,2021,1
2657,Pal's Express,Mumbai,Dadar,Bakery,Desserts,4.5,822,3,823,1,1,2023,1
2658,Reddy's Cafe,Pune,Hadapsar,Cafe,Chinese,3.2,228,1,128,0,0,2013,1
2659,Dube's Cafe,Pune,Aundh,Quick Bites,Beverages,2.9,50,2,333,1,0,2021,1
2660,Rama's House,Kolkata,Salt Lake,Sweet Shop,North Indian,3.7,825,2,491,1,1,2012,1
2661,Shenoy's Dhaba,Delhi,Karol Bagh,Casual Dining,Pizza,4.2,157,1,110,1,1,2015,1
2662,Pai's House,Ahmedabad,Maninagar,Cloud Kitchen,Pizza,4.1,324,2,267,1,1,2017,1
2663,Ganesan's Express,Hyderabad,Secunderabad,Sweet Shop,Desserts,4.1,62,1,188,1,0,2015,1
2664,Tella's Palace,Pune,Kothrud,Quick Bites,Seafood,3.1,106,3,868,0,1,2014,1
2665,Batra's House,Hyderabad,Secunderabad,Sweet Shop,North Indian,3.2,376,2,476,0,0,2016,0
2666,Kakar's Dhaba,Mumbai,Dadar,Fine Dining,Desserts,4.9,345,4,2156,1,1,2020,1
2667,Chatterjee's Palace,Delhi,Hauz Khas,Cloud Kitchen,Burger,2.5,57,2,445,1,0,2016,1
2668,Balay's Garden,Mumbai,Powai,Bakery,Fast Food,3.8,17,2,300,1,1,2023,1
2669,Garg's House,Delhi,Karol Bagh,Bakery,North Indian,3.8,300,2,288,1,0,2023,1
2670,Dixit's Garden,Kolkata,New Town,Bar,Biryani,4.8,2271,4,1094,1,0,2010,1
2671,Nair's Palace,Bangalore,Indiranagar,Bar,Punjabi,3.0,124,2,298,0,0,2019,1
2672,Choudhary's Garden,Mumbai,Juhu,Cloud Kitchen,Rajasthani,3.7,50,2,264,0,1,2015,0
2673,Dasgupta's Express,Hyderabad,Gachibowli,Sweet Shop,Cafe,3.9,131,2,474,1,1,2022,1
2674,Bhakta's Garden,Hyderabad,HITEC City,Cloud Kitchen,Burger,4.2,1135,1,155,1,0,2014,1
2675,Memon's Bistro,Bangalore,Indiranagar,Bar,Rolls & Wraps,3.9,71,2,389,0,1,2015,1
2676,Kapoor's House,Bangalore,Marathahalli,Bakery,Chinese,3.1,3176,2,461,0,1,2013,1
2677,Kalla's Express,Mumbai,Powai,Sweet Shop,Burger,4.4,270,3,667,0,0,2018,1
2678,Joshi's House,Mumbai,Bandra,Cafe,Fast Food,3.7,1665,1,202,0,0,2017,1
2679,Shan's Kitchen,Chennai,Porur,Food Court,South Indian,3.7,11,3,531,1,1,2011,1
2680,Virk's Junction,Hyderabad,Gachibowli,Casual Dining,Street Food,4.0,23,3,997,1,0,2020,1
2681,Hayer's Bistro,Delhi,Lajpat Nagar,Dhaba,South Indian,4.0,1114,4,1526,1,0,2021,1
2682,D’Alia's Corner,Pune,Koregaon Park,Fine Dining,South Indian,2.6,38,1,247,1,0,2015,1
2683,Agrawal's Palace,Bangalore,BTM Layout,Fine Dining,Mughlai,4.4,70,2,284,1,1,2010,1
2684,Bassi's Kitchen,Hyderabad,Jubilee Hills,Quick Bites,Italian,4.1,277,4,2060,1,0,2019,0
